Img,Idx,X,Y,Area,Mean,StdDev,IntDen,RawIntDen,Round,Circ.,AR,Solidity
exemple.tif - C=0	Nuc_004_Chr_012	18.778161061	34.140796980	0.546539305	765.142857143	176.387207841	418.180645065	166036.000000000	0.695732609	0.897772396	1.437333807	0.937365011
exemple.tif - C=0	Nuc_005_Chr_001	41.595122495	38.823751213	0.702693392	774.584229391	109.222361972	544.295219256	216109.000000000	0.355784762	0.607939005	2.810688110	0.905844156
exemple.tif - C=0	Nuc_005_Chr_002	38.989630429	38.469781315	0.266973117	659.622641509	124.791136195	176.101512340	69920.000000000	0.881202833	0.961881595	1.134812512	0.921739130
exemple.tif - C=0	Nuc_005_Chr_003	39.401669964	39.603867816	0.347568774	830.123188406	102.394004508	288.524899159	114557.000000000	0.855680807	0.981137437	1.168660080	0.948453608
exemple.tif - C=0	Nuc_005_Chr_004	41.666235905	40.062381449	0.241786973	686.520833333	106.075839718	165.991794512	65906.000000000	0.720602600	0.911258681	1.387727439	0.927536232
exemple.tif - C=0	Nuc_005_Chr_005	40.146560533	40.808565548	0.395422446	836.044585987	154.254424528	330.590795313	131259.000000000	0.746933409	0.954838809	1.338807434	0.942942943
exemple.tif - C=0	Nuc_006_Chr_001	3.309915841	40.428631715	0.350087389	699.798561151	150.288764555	244.990650864	97272.000000000	0.725038690	0.950422105	1.379236742	0.936026936
exemple.tif - C=0	Nuc_006_Chr_002	1.089922207	40.545267981	0.312308174	681.822580645	122.402577713	212.938765194	84546.000000000	0.949925330	0.971869696	1.052714322	0.935849057
exemple.tif - C=0	Nuc_006_Chr_003	6.353550852	41.672238732	0.876477779	1026.821839080	217.729725341	899.986524752	357334.000000000	0.606640157	0.825828179	1.648423679	0.939271255
exemple.tif - C=0	Nuc_006_Chr_004	4.716872253	41.969355325	0.319864017	940.204724409	127.258538154	300.737659933	119406.000000000	0.867114814	0.955439261	1.153249816	0.916967509
exemple.tif - C=0	Nuc_006_Chr_005	2.162685840	42.243425696	0.470980875	797.860962567	136.033645131	375.777254594	149200.000000000	0.618409362	0.899484849	1.617051845	0.939698492
exemple.tif - C=0	Nuc_006_Chr_006	5.279407809	43.638853341	0.274528959	806.064220183	119.669782939	221.287971621	87861.000000000	0.897022652	0.989104659	1.114799050	0.943722944
exemple.tif - C=0	Nuc_006_Chr_007	9.678918398	44.113850211	0.355124617	514.567375887	98.264097859	182.735542425	72554.000000000	0.589485509	0.827107800	1.696394541	0.909677419
exemple.tif - C=0	Nuc_006_Chr_008	7.057377824	44.107412108	0.342531546	816.573529412	160.817247663	279.702193242	111054.000000000	0.766829190	0.929909397	1.304071379	0.925170068
exemple.tif - C=0	Nuc_007_Chr_001	40.086227745	19.905102928	0.098225958	478.871794872	70.594907930	47.037640796	18676.000000000	0.728983666	0.978067782	1.371772848	0.886363636
exemple.tif - C=0	Nuc_007_Chr_002	36.971820255	22.324695944	0.443276118	537.170454545	90.837276375	238.114833806	94542.000000000	0.336914231	0.624777622	2.968114460	0.832151300
exemple.tif - C=0	Nuc_007_Chr_003	38.476270378	22.558516138	0.256898659	691.862745098	85.814563976	177.738611640	70570.000000000	0.866147941	0.986736457	1.154537179	0.923076923
exemple.tif - C=0	Nuc_007_Chr_004	36.248343354	23.514027316	0.382829375	568.078947368	100.336752612	217.477308175	86348.000000000	0.936318219	0.914639284	1.068012968	0.924012158
exemple.tif - C=0	Nuc_007_Chr_005	37.091613501	24.189808033	0.498685633	544.555555556	87.771244233	271.562031802	107822.000000000	0.561903556	0.836860846	1.779664837	0.920930233
exemple.tif - C=0	Nuc_007_Chr_006	34.684578076	24.292207337	0.193933302	455.207792208	81.770432448	88.279950072	35051.000000000	0.423160968	0.660176134	2.363166916	0.846153846
exemple.tif - C=0	Nuc_007_Chr_007	33.598070989	25.394674057	0.382829375	528.203947368	93.957390569	202.211986860	80287.000000000	0.559943508	0.811125661	1.785894446	0.888888889
exemple.tif - C=0	Nuc_007_Chr_008	31.663653750	28.435217919	0.229193902	468.296703297	70.362157523	107.330748690	42615.000000000	0.435595745	0.654515119	2.295706536	0.846511628
